iso2c;date;indicator;value;description;freq;source;topic
BG;1991-02-01;FPOLM_PA;NA;Policy rate;M;IMF-IFS;Interst rates
BG;1997-01-01;FPOLM_PA;NA;Policy rate;M;IMF-IFS;Interst rates
BG;1997-07-01;FPOLM_PA;NA;Policy rate;M;IMF-IFS;Interst rates
BG;2005-02-01;FPOLM_PA;1,89000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2005-03-01;FPOLM_PA;1,91000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2005-04-01;FPOLM_PA;1,95000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2005-05-01;FPOLM_PA;2,03000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2005-06-01;FPOLM_PA;2,06000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2005-07-01;FPOLM_PA;2,04000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2005-08-01;FPOLM_PA;2,04000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2005-09-01;FPOLM_PA;2,04000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2005-10-01;FPOLM_PA;2,04000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2005-11-01;FPOLM_PA;2,04000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2005-12-01;FPOLM_PA;2,05000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2006-01-01;FPOLM_PA;2,21000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2006-02-01;FPOLM_PA;2,25000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2006-03-01;FPOLM_PA;2,28000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2006-04-01;FPOLM_PA;2,48000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2006-05-01;FPOLM_PA;2,57000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2006-06-01;FPOLM_PA;2,56000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2006-07-01;FPOLM_PA;2,69000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2006-08-01;FPOLM_PA;2,80000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2006-09-01;FPOLM_PA;2,94000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2006-10-01;FPOLM_PA;2,98000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2006-11-01;FPOLM_PA;3,19000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2006-12-01;FPOLM_PA;3,26000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2007-01-01;FPOLM_PA;3,43000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2007-02-01;FPOLM_PA;3,53000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2007-03-01;FPOLM_PA;3,52000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2007-04-01;FPOLM_PA;3,68000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2007-05-01;FPOLM_PA;3,81000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2007-06-01;FPOLM_PA;3,84000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2007-07-01;FPOLM_PA;4,01000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2007-08-01;FPOLM_PA;4,10000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2007-09-01;FPOLM_PA;4,09000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2007-10-01;FPOLM_PA;4,24000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2007-11-01;FPOLM_PA;4,26000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2007-12-01;FPOLM_PA;4,58000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2008-01-01;FPOLM_PA;4,68000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2008-02-01;FPOLM_PA;4,75000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2008-03-01;FPOLM_PA;4,83000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2008-04-01;FPOLM_PA;4,85000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2008-05-01;FPOLM_PA;4,93000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2008-06-01;FPOLM_PA;4,96000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2008-07-01;FPOLM_PA;5,06000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2008-08-01;FPOLM_PA;5,25000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2008-09-01;FPOLM_PA;5,23000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2008-10-01;FPOLM_PA;5,38000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2008-11-01;FPOLM_PA;5,72000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2008-12-01;FPOLM_PA;5,77000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2009-01-01;FPOLM_PA;5,17000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2009-02-01;FPOLM_PA;3,92000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2009-03-01;FPOLM_PA;3,49000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2009-04-01;FPOLM_PA;3,53000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2009-05-01;FPOLM_PA;2,27000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2009-06-01;FPOLM_PA;2,35000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2009-07-01;FPOLM_PA;2,24000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2009-08-01;FPOLM_PA;1,71000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2009-09-01;FPOLM_PA;1,57000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2009-10-01;FPOLM_PA;1,46000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2009-11-01;FPOLM_PA;6,10000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2009-12-01;FPOLM_PA;5,50000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2010-01-01;FPOLM_PA;3,90000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2010-02-01;FPOLM_PA;2,40000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2010-03-01;FPOLM_PA;1,80000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2010-04-01;FPOLM_PA;1,70000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2010-05-01;FPOLM_PA;1,80000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2010-06-01;FPOLM_PA;2,00000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2010-07-01;FPOLM_PA;1,80000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2010-08-01;FPOLM_PA;1,70000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2010-09-01;FPOLM_PA;1,70000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2010-10-01;FPOLM_PA;1,70000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2010-11-01;FPOLM_PA;1,70000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2010-12-01;FPOLM_PA;1,80000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2011-01-01;FPOLM_PA;1,80000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2011-02-01;FPOLM_PA;1,90000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2011-03-01;FPOLM_PA;1,80000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2011-04-01;FPOLM_PA;1,90000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2011-05-01;FPOLM_PA;2,10000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2011-06-01;FPOLM_PA;2,20000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2011-07-01;FPOLM_PA;1,70000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2011-08-01;FPOLM_PA;1,80000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2011-09-01;FPOLM_PA;1,80000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2011-10-01;FPOLM_PA;2,00000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2011-11-01;FPOLM_PA;2,20000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2011-12-01;FPOLM_PA;2,20000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2012-01-01;FPOLM_PA;2,20000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2012-02-01;FPOLM_PA;1,80000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2012-03-01;FPOLM_PA;1,50000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2012-04-01;FPOLM_PA;1,50000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2012-05-01;FPOLM_PA;1,40000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2012-06-01;FPOLM_PA;1,40000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2012-07-01;FPOLM_PA;1,60000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2012-08-01;FPOLM_PA;8,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2012-09-01;FPOLM_PA;4,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2012-10-01;FPOLM_PA;3,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2012-11-01;FPOLM_PA;4,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2012-12-01;FPOLM_PA;3,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2013-01-01;FPOLM_PA;3,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2013-02-01;FPOLM_PA;1,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2013-03-01;FPOLM_PA;1,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2013-04-01;FPOLM_PA;1,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2013-05-01;FPOLM_PA;2,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2013-06-01;FPOLM_PA;1,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2013-07-01;FPOLM_PA;2,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2013-08-01;FPOLM_PA;2,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2013-09-01;FPOLM_PA;2,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2013-10-01;FPOLM_PA;3,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2013-11-01;FPOLM_PA;2,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2013-12-01;FPOLM_PA;2,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2014-01-01;FPOLM_PA;2,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2014-02-01;FPOLM_PA;4,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2014-03-01;FPOLM_PA;4,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2014-04-01;FPOLM_PA;4,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2014-05-01;FPOLM_PA;5,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2014-06-01;FPOLM_PA;5,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2014-07-01;FPOLM_PA;3,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2014-08-01;FPOLM_PA;4,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2014-09-01;FPOLM_PA;4,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2014-10-01;FPOLM_PA;3,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2014-11-01;FPOLM_PA;2,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2014-12-01;FPOLM_PA;2,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2015-01-01;FPOLM_PA;1,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2015-02-01;FPOLM_PA;1,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2015-03-01;FPOLM_PA;1,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2015-04-01;FPOLM_PA;1,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2015-05-01;FPOLM_PA;1,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2015-06-01;FPOLM_PA;2,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2015-07-01;FPOLM_PA;2,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2015-08-01;FPOLM_PA;1,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2015-09-01;FPOLM_PA;1,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2015-10-01;FPOLM_PA;1,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2015-11-01;FPOLM_PA;1,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2015-12-01;FPOLM_PA;1,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2016-01-01;FPOLM_PA;1,00000000000000e-02;Policy rate;M;IMF-IFS;Interst rates
BG;2016-02-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2016-03-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2016-04-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2016-05-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2016-06-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2016-07-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2016-08-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2016-09-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2016-10-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2016-11-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2016-12-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2017-01-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2017-02-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2017-03-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2017-04-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2017-05-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2017-06-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2017-07-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2017-08-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2017-09-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2017-10-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2017-11-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2017-12-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2018-01-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2018-02-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2018-03-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2018-04-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2018-05-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2018-06-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2018-07-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2018-08-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2018-09-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2018-10-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2018-11-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2018-12-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2019-01-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2019-02-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2019-03-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2019-04-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2019-05-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2019-06-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2019-07-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2019-08-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2019-09-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2019-10-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2019-11-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2019-12-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2020-01-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2020-02-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2020-03-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2020-04-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2020-05-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2020-06-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2020-07-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2020-08-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2020-09-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2020-10-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2020-11-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2020-12-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2021-01-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2021-02-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2021-03-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2021-04-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2021-05-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2021-06-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2021-07-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2021-08-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2021-09-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2021-10-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2021-11-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2021-12-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2022-01-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2022-02-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2022-03-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2022-04-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2022-05-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2022-06-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2022-07-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2022-08-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2022-09-01;FPOLM_PA;0,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
BG;2022-10-01;FPOLM_PA;4,90000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2022-11-01;FPOLM_PA;5,90000000000000e-01;Policy rate;M;IMF-IFS;Interst rates
BG;2022-12-01;FPOLM_PA;1,30000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
CZ;1995-12-01;FPOLM_PA;1,13000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1996-01-01;FPOLM_PA;1,13000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1996-02-01;FPOLM_PA;1,13000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1996-03-01;FPOLM_PA;1,15000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1996-04-01;FPOLM_PA;1,16000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1996-05-01;FPOLM_PA;1,18000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1996-06-01;FPOLM_PA;1,24000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1996-07-01;FPOLM_PA;1,24000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1996-08-01;FPOLM_PA;1,24000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1996-09-01;FPOLM_PA;1,24000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1996-10-01;FPOLM_PA;1,24000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1996-11-01;FPOLM_PA;1,24000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1996-12-01;FPOLM_PA;1,24000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1997-01-01;FPOLM_PA;1,24000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1997-02-01;FPOLM_PA;1,24000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1997-03-01;FPOLM_PA;1,24000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1997-04-01;FPOLM_PA;1,24000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1997-05-01;FPOLM_PA;1,24000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1997-06-01;FPOLM_PA;1,82000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1997-07-01;FPOLM_PA;1,49000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1997-08-01;FPOLM_PA;1,45000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1997-09-01;FPOLM_PA;1,45000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1997-10-01;FPOLM_PA;1,48000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1997-11-01;FPOLM_PA;1,48000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1997-12-01;FPOLM_PA;1,47500000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1998-01-01;FPOLM_PA;1,47500000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1998-02-01;FPOLM_PA;1,47500000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1998-03-01;FPOLM_PA;1,50000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1998-04-01;FPOLM_PA;1,50000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1998-05-01;FPOLM_PA;1,50000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1998-06-01;FPOLM_PA;1,50000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1998-07-01;FPOLM_PA;1,45000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1998-08-01;FPOLM_PA;1,40000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1998-09-01;FPOLM_PA;1,35000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1998-10-01;FPOLM_PA;1,25000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1998-11-01;FPOLM_PA;1,15000000000000e+01;Policy rate;M;IMF-IFS;Interst rates
CZ;1998-12-01;FPOLM_PA;9,50000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
CZ;1999-01-01;FPOLM_PA;8,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
CZ;1999-02-01;FPOLM_PA;8,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
CZ;1999-03-01;FPOLM_PA;7,50000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
CZ;1999-04-01;FPOLM_PA;7,20000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
CZ;1999-05-01;FPOLM_PA;6,90000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
CZ;1999-06-01;FPOLM_PA;6,50000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
CZ;1999-07-01;FPOLM_PA;6,25000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
CZ;1999-08-01;FPOLM_PA;6,25000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
CZ;1999-09-01;FPOLM_PA;6,00000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
CZ;1999-10-01;FPOLM_PA;5,50000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
CZ;1999-11-01;FPOLM_PA;5,25000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
CZ;1999-12-01;FPOLM_PA;5,25000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
CZ;2000-01-01;FPOLM_PA;5,25000000000000e+00;Policy rate;M;IMF-IFS;Interst rates
